Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Paperless Billing,Monthly Charges,Total Charges,Churn Score,CLTV,Churn,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check
1,0,1,0,1.1643896396487294,1,1,1.354607627831482,1.7639334690968973,1.2672997958068408,0.5155538593551093,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,0.2680224915699033,0,0,-1.1533838244027754,-0.5082481542894618,0.6170379969597711,-1.0956711756432622,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,-0.9135523854430948,1,1,0.18288199905404562,-0.6816789468203934,1.638877966576595,-1.8940945000729017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2802480369298874,1,1,0.5119623884128152,-0.9719802988563971,1.453088881191718,-1.1379605466405949,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.4088534073065913,1,1,0.9823146620922681,1.7904047170029158,1.8711143233076912,-0.045203200069520784,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1,0,1,1,-1.076528230548336,1,1,-0.6713973955439717,-0.8923018426592813,1.453088881191718,0.10450117326103658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2802480369298874,1,1,-1.5024084797832884,-0.9987162592414759,1.4995361525379372,-0.16615080112189198,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,0.02355872391204165,1,1,1.5174858003423883,0.6053751857434845,0.9886161677295253,-0.846163886759,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2395040756535771,1,0,0.19617817640187488,-0.9452884572178284,1.7317725092690335,0.7743648098587849,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,1,0,-1.0357842692720256,1,1,1.1451928346031743,-0.713775334906441,1.453088881191718,-1.61921358859024,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-1.2802480369298874,1,1,0.6648684279128493,-0.9699508365169356,0.9886161677295253,-1.5008033497977085,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,0,0,0.797693988161937,1,1,1.3363253839782172,1.3868946614221729,1.2208525244606216,0.19330885235543502,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,0,-0.42462485012737144,1,1,-0.34397902835368094,-0.509990844776608,0.570590725613552,-1.6547366602279991,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0.5939741817803856,1,1,0.6814886495976356,0.7775265346256254,1.7782197806152529,-0.6516327801712701,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,0.02355872391204165,1,1,0.6166697850269688,0.20936531706944667,0.33835436888245557,0.8919292612313694,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.5876006952326126,0,1,-1.0403663169462283,-0.7426510544972562,1.081510710421964,0.9071534347904091,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.3431369275747509,1,1,0.8493528886139774,-0.019765392930399046,0.38480164022867486,0.9680501290265681,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-1.2802480369298874,1,1,0.8626490659618067,-0.9673257710995888,1.2672997958068408,0.895312410911156,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.1580161531009565,1,0,0.8244225560867979,-0.8460433369435136,1.3137470671530602,0.24321031013228747,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,-1.2395040756535771,0,1,-0.5168293338754589,-0.967502246085629,1.453088881191718,1.1617354481943514,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,1,-1.2802480369298874,1,0,-1.4974224132778524,-0.9986500811217108,1.5459834238841565,-1.514335948516855,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,0,0,-0.5468567339563023,1,1,1.0089070167879266,-0.21796886162671308,0.8957216250370867,1.2082537562914173,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.42462485012737144,1,1,1.2149977656792768,0.014911941826485243,0.8492743536908675,0.24743924723202074,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.1580161531009565,1,1,0.17457188821165245,-0.8896105991221692,1.4066416098454986,-0.6778521901896163,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,1,0,-1.1580161531009565,1,1,0.327477927711687,-0.8743896315762085,1.3137470671530602,-0.3285419857516491,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.1580161531009565,1,0,-0.47860282400045034,-0.916214203267718,1.5459834238841565,-0.002068041652241541,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.0357842692720256,1,1,0.4936801445595503,-0.7405774734112848,1.0350634390757445,0.09435172422167676,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-0.5468567339563023,1,1,0.5003282332334644,-0.3580458817960614,0.29190709753623634,-0.5805866368957514,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.1172721918246462,1,1,0.4637637455269347,-0.8255501791896044,0.6170379969597711,-0.846163886759,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,0,-0.9950403079957154,1,1,0.5202724992552084,-0.7499527070446663,1.9175615946539106,-0.8106408151212406,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,-1.2802480369298874,1,1,-0.4885749570113221,-0.9852600415559164,1.453088881191718,0.3184853905075395,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-1.2395040756535771,1,0,0.38564870360843917,-0.9403912763552148,0.570590725613552,-0.051969499429094,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.1987601143772668,1,1,1.1269105907499095,-0.877808834430736,0.6170379969597711,-0.41058336548647434,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,-0.791320501614164,1,1,1.196715521826012,-0.43024621045972705,0.29190709753623634,-0.957807826191958,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.18016108246950976,1,1,0.8410427777715843,0.13926062886500745,1.8711143233076912,1.3165145460445886,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1,0,0,0,-0.7098325790615434,1,0,-0.44037631412544187,-0.669634529023155,0.33835436888245557,-1.9575285565689005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-0.9135523854430948,1,1,0.48038396721172105,-0.6572592206270913,1.3137470671530602,-0.46133061068327347,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-1.1172721918246462,1,1,0.9989348837770544,-0.8031819747090186,0.4776961829211134,1.0991471791182992,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.2395040756535771,1,1,0.6947848269454648,-0.9324499019834093,1.6853252379228143,-1.8729498145742354,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.2802480369298874,1,0,-0.6780454842178864,-0.9877748101069881,0.8028270823446483,-1.0127840084884905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,-1.1172721918246462,1,1,0.8210985117498408,-0.7966082814790241,0.33835436888245557,-1.4238366945825631,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-1.2802480369298874,1,1,0.706418982124815,-0.9693993521855602,1.7317725092690335,0.3734615728040719,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.1580161531009565,0,1,-0.6730594177124505,-0.9304645583904578,0.33835436888245557,1.0179515868034206,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,-0.05792919864057891,0,0,-0.9772094745440403,-0.5319840399118584,0.8492743536908675,-1.9744443049678335,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2802480369298874,1,0,1.025527238472713,-0.9651639525205973,1.3137470671530602,-0.7852671925228412,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0,0,0,-1.2802480369298874,1,0,-1.4575338812343652,-0.9981206561635905,0.5241434542673327,-0.09848780752615985,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,-0.9135523854430948,0,1,-1.000477784902741,-0.8618599075673599,1.5459834238841565,-0.9789525116906244,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-0.7098325790615434,1,0,-1.4974224132778524,-0.87619850018312,0.4776961829211134,-1.6691150463670923,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,1,0,-0.6283446565089229,1,1,0.9224818640270374,-0.338920405183963,1.8711143233076912,1.1617354481943514,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,0.8384379494382472,1,1,-0.1578325454840742,0.41751756310377275,0.8492743536908675,0.7354585885412388,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1,1,1,0,-0.6690886177852331,1,1,0.31584377253233625,-0.4875344028030022,1.0350634390757445,-1.9668322181883138,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,-0.9542963467194051,1,1,0.6831506717661141,-0.6726787225323472,1.4066416098454986,-1.395079922304377,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.3023929662984406,1,0,0.31584377253233625,-0.18507833610348504,1.2208525244606216,0.6542629962263603,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,0,-1.1580161531009565,1,1,1.1069663247281656,-0.8325209411381893,1.3137470671530602,-1.274132321252006,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0.7162060656093164,1,1,1.4908934456467302,1.4417342633341412,1.1744052531144022,1.2293984417900834,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0
0,1,0,0,-0.9542963467194051,1,1,0.32415388337472945,-0.732547861546459,0.4776961829211134,-1.0626854662653429,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.1987601143772668,1,1,1.201701588331448,-0.8617937294475948,1.0350634390757445,0.8031215821369709,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.9135523854430948,1,1,1.0005969059455335,-0.5446240607869823,1.127957981768183,-1.327416928708645,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-0.01718523736426863,1,1,1.33300133964126,0.47129831509950054,0.942168896383306,-0.3682939944891418,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.9542963467194051,0,0,-1.3528264846202114,-0.8927430301243815,1.081510710421964,-1.0203960952680102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,1.368109446030281,1,1,1.304746962777123,2.0324181009836906,1.6853252379228143,0.9325270573888087,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-1.1987601143772668,1,1,0.7828720018748321,-0.8917503583279058,1.5924306952303757,0.6770992565649199,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
1,0,1,0,-0.13941712119319946,1,0,0.9922867951031402,0.1614082396130431,0.5241434542673327,0.633118310727694,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,1,0,-1.2802480369298874,1,1,0.3191678168692938,-0.9745391861539788,1.4995361525379372,0.8690930008928098,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,0.3495104141225239,1,0,0.5019902554019434,0.46011421285920756,1.1744052531144022,0.28127074402988683,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
1,1,0,0,-0.9950403079957154,1,1,0.1629377330323022,-0.7599235437559333,1.3601943384992794,-1.127811097601235,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,-0.8320644628904743,1,1,1.1069663247281656,-0.5396165830580937,1.7782197806152529,-1.431448781362083,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.2802480369298874,1,0,-1.472492080750673,-0.9983191905228855,0.8028270823446483,-0.49177895780135295,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,1,0,-1.1580161531009565,1,1,1.1568269897825245,-0.8539847113153193,0.8492743536908675,0.2592802711112739,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2802480369298874,1,1,0.5701331643095673,-0.9712082207924716,1.2208525244606216,1.0323299729425137,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,1,0,-1.0357842692720256,1,1,0.15130357785295148,-0.8083438680506924,1.081510710421964,-0.09256729558653329,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.076528230548336,1,1,0.874283221141157,-0.806490880697271,0.43124891157489414,-1.80613260839845,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.7505765403378537,1,1,0.7080810042932936,-0.46225436105275447,1.4066416098454986,-1.881407688773702,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.3023929662984406,1,1,0.9939488172716188,0.03476537775599917,1.081510710421964,1.0483999339215,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,1,0,-0.42462485012737144,1,1,0.6748405609237209,-0.18071058019899194,0.43124891157489414,0.7160054778824658,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,1.1643896396487294,1,1,1.1418687902662172,1.6441951910686734,0.8492743536908675,1.0238720987430472,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,1.5310852911355222,1,1,1.2681824750705932,2.125729249852406,1.8711143233076912,0.5104791348354295,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2802480369298874,1,1,-0.6564391960276642,-0.9874880382546729,0.6634852683059904,-1.4864249636586155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0,0,-1.2802480369298874,1,1,0.20615030941274656,-0.9760392235353199,0.6170379969597711,0.7980468576172911,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0.5939741817803856,1,0,0.19119210989643878,0.4526360853257574,1.081510710421964,0.04698762870466426,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-1.2802480369298874,1,1,0.49534216672802883,-0.9722008925889473,0.756379810998429,-1.9752900923877803,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,0,0,0,-0.42462485012737144,1,0,-0.1927350110221254,-0.4538056210960835,0.8492743536908675,-1.8661835152146622,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0.6347181430566958,1,1,-0.14786041247320225,0.2704918403590946,0.4776961829211134,-1.4551308291205893,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
0,1,1,0,-1.2802480369298874,1,1,0.1479795335159944,-0.9768113015992455,1.3137470671530602,0.14087003231874262,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.3023929662984406,1,0,0.20448828724426804,-0.2276308671124099,0.756379810998429,0.40560149476204466,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.506112772679992,1,1,0.8044782900650546,-0.2042038127155834,0.8957216250370867,0.16286050523735557,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,1,0,-0.5876006952326126,1,1,1.1501789011086103,-0.23839584126085742,1.2672997958068408,-1.675035558306719,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2802480369298874,1,0,0.28925141783667824,-0.9749362548725692,0.7099325396522097,-0.01982957747112123,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.9542963467194051,1,1,1.0205411719672768,-0.6415750062427753,1.453088881191718,0.5121707096753227,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.18016108246950976,1,1,0.9158337753531227,0.1410033193521538,0.570590725613552,-1.1937825163570739,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,0,0,0,-0.8728084241667845,1,1,0.32415388337472945,-0.6434941717159616,1.0350634390757445,0.16878101717698213,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-0.8320644628904743,1,1,0.6316279845432766,-0.5530507413703982,0.8957216250370867,0.9841200900055544,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,1,0,0,0.8384379494382472,0,1,-0.34397902835368094,0.2520281449446467,0.29190709753623634,1.5888580952674105,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,0.3495104141225239,1,1,1.1634750784564392,0.8717862365443065,0.8028270823446483,0.2745044446703136,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.506112772679992,1,1,1.3645797608423538,-0.01925802734553365,1.1744052531144022,-0.15092662756285224,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-1.0357842692720256,1,0,0.354070282407345,-0.7952626597104681,0.756379810998429,-1.293585431910779,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.0357842692720256,1,1,0.9656944404074818,-0.7269447807396852,0.942168896383306,-0.7573562076646017,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.42462485012737144,1,1,1.1950534996575333,-0.08307579417229347,1.824667051961472,-0.21097753437906452,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-1.1987601143772668,0,1,-1.12346742537016,-0.9654286649996574,0.38480164022867486,0.6094362629691877,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0.7569500268856267,1,0,0.5053142997389005,0.8643081090108563,1.4995361525379372,0.31087330372801963,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0,0,-1.1172721918246462,1,1,0.18121997688556707,-0.8609334138906491,1.4066416098454986,-0.6068060469140976,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.2051336009250397,1,1,1.17510923363579,1.764749665907333,1.5924306952303757,-0.23804273181735738,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.18016108246950976,1,1,0.9873007285977041,0.16593041113032128,0.9886161677295253,0.8724761505725964,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,0,0,-0.9135523854430948,0,1,-1.0270701395983994,-0.8756911345982545,1.1744052531144022,-1.5836905169524804,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,1,0,1.4903413298592119,1,1,0.8360567112661487,1.7029172426735244,1.081510710421964,1.6590584511229827,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.8320644628904743,1,1,0.653234272733499,-0.539903354910409,1.9175615946539106,-0.9062147935752123,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-0.22090504374582004,1,1,0.4886940780541142,-0.045332206532961904,1.9175615946539106,-1.5929941785718935,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.2802480369298874,1,0,0.8094643565704907,-0.9680316710437493,0.43124891157489414,-1.0812927895041693,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,1,0,0,-0.7505765403378537,1,1,0.3374500607225587,-0.5499624291146961,0.5241434542673327,-1.9676780056082603,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.01718523736426863,1,1,0.3191678168692938,-0.0028017348972922246,1.453088881191718,-1.954145406889114,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1987601143772668,1,1,-0.3157246514895444,-0.9208246122780162,1.7317725092690335,-1.0246250323677435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,-0.42462485012737144,1,0,-0.3207107179949802,-0.4752693912732136,0.942168896383306,0.6035157510295611,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.6690886177852331,1,1,0.6698544944182854,-0.3992969097829403,0.38480164022867486,-1.1218905856616086,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,0,0,-1.1172721918246462,0,1,-0.7162719940928949,-0.9107434787004741,0.38480164022867486,1.2031790317717372,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
1,0,1,0,-0.38388088885106114,1,1,-0.5467457329080743,-0.5365503301756466,1.127957981768183,0.15101948135810245,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,0,0,-1.2802480369298874,1,1,0.49035610022259274,-0.9722670707087122,0.6170379969597711,1.0078021377640607,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,1,0,0.7162060656093164,1,1,0.2078123315812251,0.5124611055933593,1.638877966576595,1.1372076130158983,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2802480369298874,1,0,0.6548962949019775,-0.9700831927564657,0.6634852683059904,-0.051969499429094,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.5718292524118322,1,1,1.4559909801086786,2.3857651417825285,1.7782197806152529,0.4910260241766565,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,0.5532302205040753,0,0,-1.146735735728861,-0.39848071297250476,1.6853252379228143,-1.8255857190572229,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,-1.2395040756535771,0,1,-1.1434116913919037,-0.9726641394273026,1.453088881191718,-0.3378456473710623,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.2802480369298874,1,1,-0.6448050408483137,-0.9873336226418878,0.38480164022867486,-1.8890197755532216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,-0.01718523736426863,1,0,0.6432621397226272,0.13352519181870343,0.7099325396522097,-0.3251588360718625,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.1987601143772668,1,0,-1.4974224132778524,-0.9813996512362887,1.127957981768183,-1.4838876013987754,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,0,0,-1.1172721918246462,1,1,0.6848126939345931,-0.8194617921712201,1.453088881191718,-0.5797408494758047,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,0,0,0,0.6754621043330061,1,0,0.34576017156495187,0.6154563193210267,1.453088881191718,0.7456080375805987,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.6283446565089229,1,1,-0.29744240763627927,-0.5937502850259018,0.8028270823446483,0.9054618599505159,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,-0.38388088885106114,1,1,1.382862004695619,0.08832553601917678,0.942168896383306,0.9350644196486486,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.076528230548336,1,1,0.6515722505650204,-0.7619088873488847,0.8492743536908675,0.1163421971402897,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,-1.076528230548336,1,0,-0.2841462302884502,-0.8356974908869115,1.6853252379228143,-0.24650060601682391,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-1.2395040756535771,1,1,0.6897987604400287,-0.9246629432243889,1.2672997958068408,0.9392933567483819,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.1580161531009565,1,1,0.12803526749425098,-0.8921033082999861,0.8028270823446483,0.7379959508010788,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.1580161531009565,1,0,0.4338473464943191,-0.8753602439994292,0.29190709753623634,-1.9127018233117279,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
